ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
64.124.25.jig,2017-05-14,00:00:00,0.0,1301611.0,0001225208-17-009634,-index.htm,200.0,7820.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1097672.0,0001097672-17-000023,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1301611.0,0001225208-17-009634,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1575647.0,0001246360-17-001869,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1446989.0,0001225208-17-009633,-index.htm,200.0,7565.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1271858.0,0000937098-17-000124,-index.htm,200.0,7635.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1597585.0,0001209191-17-032205,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1184552.0,0001209191-17-032207,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1479290.0,0001209191-17-032203,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1534002.0,0001209191-17-032202,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1440660.0,0001225208-17-009635,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1596741.0,0000937098-17-000125,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1532023.0,0001209191-17-032206,-index.htm,200.0,7498.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1635046.0,0001209191-17-032209,-index.htm,200.0,7575.0,1.0,0.0,0.0,10.0,0.0,
64.124.25.jig,2017-05-14,00:00:00,0.0,1596741.0,0000937098-17-000125,-index.htm,200.0,7629.0,1.0,0.0,0.0,10.0,0.0,
64.212.61.haa,2017-05-14,00:00:00,0.0,1052297.0,0001472595-15-000114,.txt,200.0,6156.0,0.0,0.0,0.0,7.0,0.0,
64.212.61.haa,2017-05-14,00:00:00,0.0,1052354.0,0001193125-15-377105,.txt,301.0,648.0,0.0,0.0,0.0,10.0,0.0,
64.212.61.haa,2017-05-14,00:00:00,0.0,1052354.0,0001193125-15-377105,.txt,200.0,5678116.0,0.0,0.0,0.0,7.0,0.0,
66.249.66.aag,2017-05-14,00:00:00,0.0,863520.0,0001104659-09-040459,.txt,200.0,522128.0,0.0,0.0,0.0,10.0,0.0,
66.249.66.gge,2017-05-14,00:00:00,0.0,1166691.0,0001193125-14-140732,.txt,200.0,283554.0,0.0,0.0,0.0,10.0,0.0,
66.249.66.gge,2017-05-14,00:00:00,0.0,1567443.0,0001104659-15-078095,xslForm13F_X01/a15-22827_1informationtab,200.0,1993.0,0.0,0.0,0.0,10.0,0.0,
68.147.113.ghf,2017-05-14,00:00:00,0.0,1063761.0,0001047469-13-001862,a2212760z10-k.htm,200.0,124510.0,0.0,0.0,0.0,9.0,0.0,
68.180.228.ajc,2017-05-14,00:00:00,0.0,920148.0,0001127602-12-012009,xslF345X03/form4.xml,301.0,674.0,0.0,0.0,0.0,10.0,0.0,
68.192.206.cef,2017-05-14,00:00:00,0.0,1568552.0,0001568552-16-000007,-index.htm,301.0,674.0,1.0,0.0,0.0,10.0,0.0,
68.192.206.cef,2017-05-14,00:00:00,0.0,1568552.0,0001568552-16-000006,-index.htm,200.0,7576.0,1.0,0.0,0.0,10.0,0.0,
68.192.206.cef,2017-05-14,00:00:00,0.0,1568552.0,0001568552-16-000006,-index.htm,301.0,673.0,1.0,0.0,0.0,10.0,0.0,
68.192.206.cef,2017-05-14,00:00:00,0.0,1568552.0,0001568552-16-000007,-index.htm,200.0,7576.0,1.0,0.0,0.0,10.0,0.0,
68.192.206.cef,2017-05-14,00:00:00,0.0,1568552.0,0001568552-16-000008,-index.htm,200.0,7576.0,1.0,0.0,0.0,10.0,0.0,
72.30.14.hhg,2017-05-14,00:00:00,0.0,746834.0,0000950152-05-005784,-index.htm,200.0,2566.0,1.0,0.0,0.0,10.0,0.0,
77.173.112.eca,2017-05-14,00:00:00,0.0,88948.0,0000950123-10-103144,.txt,200.0,5361.0,0.0,0.0,0.0,10.0,0.0,
83.47.74.bfc,2017-05-14,00:00:00,0.0,1012569.0,0000950129-96-001122,.txt,200.0,1359427.0,0.0,0.0,0.0,10.0,0.0,
83.47.74.bfc,2017-05-14,00:00:00,0.0,1012483.0,0000950148-96-001110,.hdr.sgml,200.0,1227.0,0.0,0.0,0.0,10.0,0.0,
83.47.74.bfc,2017-05-14,00:00:00,0.0,1012483.0,0000950148-96-001110,.txt,200.0,1015115.0,0.0,0.0,0.0,10.0,0.0,
99.234.120.egd,2017-05-14,00:00:00,0.0,1420218.0,0001181431-09-053588,.txt,200.0,26580.0,0.0,0.0,0.0,10.0,0.0,
99.234.120.egd,2017-05-14,00:00:00,0.0,1420217.0,0001181431-09-053588,.txt,200.0,26580.0,0.0,0.0,0.0,10.0,0.0,
99.238.177.hec,2017-05-14,00:00:00,0.0,92116.0,0001056903-17-000009,awr-20170331xex311.htm,200.0,15292.0,0.0,0.0,0.0,10.0,0.0,
99.238.177.hec,2017-05-14,00:00:00,0.0,1439439.0,0001209191-11-057543,-index.htm,200.0,7491.0,1.0,0.0,0.0,10.0,0.0,
99.238.177.hec,2017-05-14,00:00:00,0.0,1439439.0,0001209191-11-057543,-index.htm,301.0,682.0,1.0,0.0,0.0,10.0,0.0,
99.238.177.hec,2017-05-14,00:00:00,0.0,92116.0,0001056903-17-000009,awr-20170331xex311.htm,301.0,673.0,0.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,1091667.0,0001104659-13-040326,-index.htm,200.0,2829.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,1091667.0,0001091667-13-000096,-index.htm,200.0,2816.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,1091667.0,0000950103-13-002974,-index.htm,200.0,2912.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,1091667.0,0001193125-13-212943,-index.htm,200.0,2744.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,1091667.0,0001091667-13-000098,-index.htm,200.0,2844.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,1091667.0,0000950103-13-002977,-index.htm,200.0,2906.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,7536.0,0000000000-13-025840,-index.htm,200.0,2589.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,315293.0,0001179110-13-008207,-index.htm,200.0,2842.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,6201.0,0001193125-13-214521,-index.htm,200.0,3381.0,1.0,0.0,0.0,10.0,0.0,
99.95.236.aje,2017-05-14,00:00:00,0.0,6201.0,0001193125-13-214284,-index.htm,200.0,2817.0,1.0,0.0,0.0,10.0,0.0,
101.200.77.jbd,2017-05-14,00:00:01,0.0,890541.0,0001144204-08-000390,v098762_6-k.htm,200.0,45235.0,0.0,0.0,0.0,7.0,0.0,
101.200.77.jbd,2017-05-14,00:00:01,0.0,890541.0,0001144204-08-000390,v098762_6-k.htm,301.0,666.0,0.0,0.0,0.0,7.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1105184.0,0001362310-08-004656,-index.htm,200.0,7828.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1305294.0,0001193125-13-200329,-index.htm,200.0,11056.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1057058.0,0001072613-03-000469,-index.htm,200.0,7953.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,34903.0,0000928385-01-500026,-index.htm,200.0,9344.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1156039.0,0001193125-09-158214,-index.htm,200.0,11485.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1281774.0,0001193125-13-074015,-index.htm,200.0,13390.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,27904.0,0000950123-09-025381,-index.htm,200.0,9817.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1038222.0,0000950123-07-011472,-index.htm,200.0,7592.0,1.0,0.0,0.0,10.0,0.0,
101.81.227.jda,2017-05-14,00:00:01,0.0,1156039.0,0001156039-16-000026,-index.htm,200.0,11162.0,1.0,0.0,0.0,10.0,0.0,
104.155.164.efh,2017-05-14,00:00:01,0.0,1596532.0,0001596532-17-000101,-index.htm,200.0,2810.0,1.0,0.0,0.0,10.0,0.0,
104.155.164.efh,2017-05-14,00:00:01,0.0,1596532.0,0001596532-17-000101,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
107.20.31.bic,2017-05-14,00:00:01,0.0,892567.0,0000950131-01-501236,.hdr.sgml,200.0,1010.0,0.0,0.0,0.0,10.0,0.0,
107.20.31.bic,2017-05-14,00:00:01,0.0,808326.0,0001104659-14-086158,.txt,0.0,34058.0,0.0,0.0,0.0,10.0,0.0,
107.22.69.efc,2017-05-14,00:00:01,0.0,1223165.0,0001199073-07-000624,.txt,0.0,41331.0,0.0,0.0,0.0,10.0,0.0,
107.22.69.efc,2017-05-14,00:00:01,0.0,1223165.0,0001199073-07-000624,.hdr.sgml,200.0,967.0,0.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-05-14,00:00:01,0.0,1021913.0,0000905148-04-002045,-index.htm,200.0,2759.0,1.0,0.0,0.0,10.0,0.0,
